,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
263,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0,215541928.77855012,51850484.47302287,515700000.0,7954.756807716578,0.016454361329477404
264,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,1,3,4,3,4,0,0,379523222.35336643,175265975.0604101,61400000.0,0.0,0.2632780190838246
265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,2,0,2,9,3,2,7,0,0,486038154.3216317,211162291.0758179,30700000.0,7079.7208703067645,0.1079522018022496
266,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,7,0,0,0,0,1,0,0,3,1,0,0,1,0,1032390876.6897709,128920067.735083,146000000.0,14869.98005373908,0.08086735789125998
267,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,5,1,0,0,0,0,1845397398.1477294,79999113.46961613,146000000.0,13915.959823443052,0.3352496594955413
268,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,521471621.97652775,49623585.87389807,182600000.0,0.0,0.3231284135108432
269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,3,6,0,0,0,550535254.9563566,100545266.27907786,30700000.0,23752.12516570516,0.04215133140691652
270,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,4,0,0,0,0,1,0,0,2,0,0,3,0,0,425924177.98062783,153196881.17482093,61400000.0,7820.241813353822,0.09737111672765361
271,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,2326319805.614137,60870358.80340761,146000000.0,18192.067696089507,0.16576315630437558
272,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2371533596.423708,16373078.863592021,146000000.0,12024.246298884358,0.40964408008032527
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,3993457773.5525603,42280029.73950186,0.0,34679.267840718996,0.2361231264667403
274,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,2,0,0,0,0,0,1662230643.6058302,73821618.32525945,182600000.0,10556.733997124207,0.30934226481030414
275,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,1,0,0,136116403.406974,98374462.51869915,607900000.0,0.0,0.07205915991236173
276,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,7,0,0,0,0,0,7,0,0,0,2,0,0,0,0,485380259.36209077,109692644.91389628,151900000.0,20894.11378522375,0.03726494935012228
277,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,6,0,0,7,0,0,0,3,0,498143680.2595757,118303481.19696712,146000000.0,10731.819319567916,0.11798836103502056
278,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,6,0,0,2,3,0,540352910.9997203,135216722.39999467,61400000.0,13686.479871424832,0.04980961247574914
279,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,2315938006.428441,46748465.0944701,146000000.0,0.0,1.101661686493646
280,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,1,0,514800714.19605005,69009419.84951106,230600000.0,0.0,0.3360020544567247
281,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,2,1,0,0,0,0,513203290.017354,87782538.6780034,199900000.0,21583.85754430635,0.040725220938798073
282,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,2,0,0,3,0,0,382655910.8600114,139613859.67642263,61400000.0,0.0,0.2480814732670181
283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,3968536619.7958045,39371841.084089756,30700000.0,0.0,1.9515811218897596
284,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,4,0,0,6,0,3,2,0,7,3,0,0,285401548.52935,209588323.58457693,61400000.0,7175.120513776413,0.018161080682647324
285,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2307114608.38534,14092235.304915495,267200000.0,10488.050058707966,0.3945296024843122
286,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,3,2,2,5,3,4,0,0,213265534.7475891,214459759.92877263,146000000.0,0.0,0.13740016137379824
287,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,1,3,0,0,0,324600324.3988583,163834980.44131315,290400000.0,0.0,0.28100843974872103
288,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,4,1,0,1,3,0,565623138.2889248,139840660.34114468,61400000.0,8732.959719547829,0.13005750000270785
289,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,0,3,0,0,3,0,1,3,1,3,3,0,0,101685169.77202004,149958390.65391704,351800000.0,4232.549354477789,0.008008716135776599
290,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,4,0,0,0,0,4,3,0,0,1,1,0,0,3,0,276640476.3477603,168613667.82965717,182600000.0,11510.3647372702,0.02137111805587186
291,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,710068333.6576545,34221561.73832255,230600000.0,0.0,0.4420664054688479
292,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6,0,0,7,0,0,0,1,0,0,0,0,143874140.46247607,106587465.48809367,321100000.0,3569.572295866767,0.02338230596407066
293,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,7,0,4,0,0,0,0,560172320.0207865,71744171.26353823,199900000.0,11557.3137561021,0.12807324691692165
294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,0,0,0,0,0,5,0,0,5,3,1,0,3,0,513203290.017354,156627636.90097758,30700000.0,17373.37018244356,0.050906526173497606
295,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,1,0,6,3,0,324067118.27977616,164533853.37173986,182600000.0,0.0,0.20933111775818875
296,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,7,5,2,0,0,3,0,505610251.0971293,126606751.24521223,182600000.0,7558.75166751549,0.1121426977446387
297,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,7,0,0,6,0,1,4,0,0,4,3,0,22629396.120063934,207337468.5334605,321100000.0,342.4999301730631,0.00439104933804017
298,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,1,2,1,0,3,0,0,423439688.5736515,112590996.93607038,61400000.0,17195.731410783323,0.036216444843680994
299,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,1,0,0,0,0,0,537195009.805768,82833867.70236509,115300000.0,0.0,0.34722930709961947
300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,507998309.94209266,109307953.77723548,84600000.0,19955.540538175945,0.04352713952721822
301,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,292016248.3353333,49534263.61454519,261300000.0,6487.034154597972,0.05790931323136621
302,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,2,0,0,0,0,514140934.878749,79153887.9610965,182600000.0,0.0,0.3143380321532281
303,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,7,0,1,3,0,0,0,0,0,283681685.1976408,68356852.21671256,473000000.0,9359.994905451207,0.02776982924886225
304,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,0,0,2,1,0,7,0,0,1009575752.4786952,124775286.95579281,146000000.0,8402.793287459099,0.18871563884526646
305,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,1,0,1,0,328845468.2997346,89051814.95622838,351800000.0,0.0,0.21649552620872925
306,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,5,1,0,4,0,0,65101022.63361122,164601681.34647614,199900000.0,0.0,0.0439833020038166
307,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5,1,2,4,1,1,7,0,0,20048996.636490628,207936324.99861988,199900000.0,548.9886433542819,0.0012537186347554852
308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,6,0,0,4,0,0,531254451.3953703,115979340.7162332,30700000.0,10582.143853204458,0.1257034482124519
309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,0,2,0,0,0,0,0,513203290.017354,116794473.46113466,30700000.0,21583.85754430635,0.040725220938798073
310,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,334771744.3548084,39476118.591288775,467100000.0,7422.572250543728,0.07942569638608585
311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,4,1,0,0,0,0,697161575.5132523,83414782.59770787,30700000.0,11439.41409071452,0.15694437805914863
312,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3964132522.885397,28488618.508469995,61400000.0,0.0,1.9475545475962857
313,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,2,7,0,0,366031690.5682518,82574798.46060082,230600000.0,12136.920565263476,0.035997336414673155
314,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,1,0,3,0,0,3,0,0,3,3,0,7,0,0,65695959.36067536,219283609.9084168,146000000.0,2093.0962351619046,0.00864867638607407
315,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,307272792.0990131,16373078.863592021,473000000.0,12998.103960888388,0.023118062774656195
316,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,3,0,0,0,0,0,7,0,0,7,0,0,1,0,0,310055936.61264265,115811933.26037182,267200000.0,10502.92546303014,0.030708311790783812
317,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,3,0,0,6,0,0,2,3,0,3,0,0,125083682.22977708,215034356.4072919,151900000.0,0.0,0.07181403758883917
318,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,333732593.03158706,41962458.578143924,351800000.0,0.0,0.22235578044713933
319,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,3,0,1,6,3,0,27219927.09769344,219895806.30671155,230600000.0,0.0,0.011682392789997444
320,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304766095.086612,0.0,432800000.0,21768.718122488135,0.13073069904634307
321,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,7,0,0,4,2,0,2,0,3,5,0,0,65808550.67853169,220416754.96487266,146000000.0,0.0,0.03144515039910763
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,3,0,0,3,0,3,3,0,0,1814158482.3624725,140491906.44999006,0.0,15440.828807315454,0.35145192116350676
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3672925474.972274,57354573.83472725,0.0,0.0,4.00800187375175
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3672925474.972274,50744913.350984335,0.0,135679.15045884618,0.48096022485020995
325,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1885712728.9115093,0.0,333100000.0,74397.10894311669,0.23283132314064486
326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3723651798.386332,35266804.137615845,84600000.0,0.0,2.551361910962391
327,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1820128363.5556636,17767801.395336673,199900000.0,0.0,1.9160467524982538
328,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2543848877.3836737,24198032.45136138,115300000.0,32185.162501374973,0.1485878952593279
329,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,3185215887.0552063,32885745.626098797,115300000.0,0.0,2.0328059802245226
330,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1613813738.7788572,48612305.96404253,151900000.0,48361.09907155688,0.22800723362583064
331,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1573359927.7358658,69922873.50121875,30700000.0,46163.362914011865,0.22486498591966653
332,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,3,0,0,2,5,0,2,1,0,61469694.49553515,145566731.88880754,999100000.0,0.0,0.05570309577940027
333,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2487845771.033256,8453407.696608048,236500000.0,0.0,1.2899789078682504
334,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,190166121.17096236,15063068.18035096,759800000.0,7672.43518676274,0.014871031256030395
335,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,3,0,0,0,3,0,0,0,7,0,4,2,1,3,0,0,60063100.061126254,138230389.83982375,854700000.0,2434.3548181036817,0.0070267302330930944
336,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,92761455.6748479,78361532.32412773,557600000.0,4665.359395087027,0.005407223033235681
337,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2487845771.033256,7332080.219521779,236500000.0,23210.04555023874,0.19349683618023755
338,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,4,0,0,0,2,0,2,7,0,7,0,0,1454588257.684823,196277461.80086252,30700000.0,7677.179216315842,0.29417237581369715
339,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,860664645.3841461,22928006.72310114,230600000.0,39208.69350133481,0.07201760763884893
340,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,6,1,0,2,3,0,397574383.7313827,148505769.91495326,61400000.0,12989.78478217696,0.04096161344426438
341,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,4,1,0,0,0,0,1095951785.142581,71787963.78493589,115300000.0,31819.682252130217,0.14004191192072435
342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,6,0,0,5,3,2,3,0,0,185646271.9821289,182546391.7467101,84600000.0,8193.567141219402,0.015499851561164589
343,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,3,1,7,1,0,0,146445813.99591926,99613387.03925154,1068100000.0,2708.424503292752,0.05829907886231351
344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3999165420.1996155,28488618.508469995,30700000.0,34833.23907558895,0.2384758016306538
345,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,337513336.4806297,24040200.774297733,702800000.0,11555.822832942915,0.03398229734214548
346,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,6,0,0,4,5,0,7,0,0,2411859.0826835386,171263974.35955295,673800000.0,0.0,0.0009987490539777948
347,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7,3,0,0,0,0,180529056.1065326,66248799.356160104,806100000.0,0.0,0.11942733631088642
348,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,2011511575.8470588,50744913.350984335,61400000.0,0.0,1.111210178103789
349,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1836236522.301369,6320800.309666242,199900000.0,35220.326389669775,0.6916077914815382
350,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,7,0,0,0,0,2153187907.321671,61482788.0216243,61400000.0,18961.23852722693,0.13036245097430368
351,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,7,0,0,3,0,2,7,0,0,15488559.99695152,216141568.1952646,248500000.0,774.6402207465217,0.0007553719477129558
352,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,1,7,0,2,0,0,0,2147360418.7177038,102085341.93111353,92100000.0,18913.55457806993,0.12995563717216901
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,5,0,0,0,0,0,908467122.2633266,104322674.46130969,0.0,0.0,0.5771164091330673
354,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,771743100.7422662,26620087.93698693,261300000.0,37527.24398906119,0.05659657042772458
355,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,0,5,6,0,7,0,0,1709067.9098230535,225536227.16725516,581600000.0,0.0,0.0007417564932269447
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,5,0,0,0,0,0,2735084365.7723656,72522007.37471792,0.0,35183.68818184383,0.21890978582782203
357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1993025918.8452692,57736068.7199129,30700000.0,73547.43859090663,0.24091865962023873
358,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,274044620.1332111,83312811.58878034,303800000.0,5596.888603116931,0.06502833750109732
359,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,193798008.05307293,62092834.3117858,594200000.0,7788.476966187971,0.015293268807693989
360,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,1,1,3,2,0,3,0,0,96886845.1652546,155029257.59291944,503700000.0,0.0,0.06346811228079506
361,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1810491298.4912338,56194929.638295,115300000.0,71618.99506793029,0.22938585940106646
362,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,3,0,0,0,0,0,192394845.9218109,90576625.93867716,660100000.0,0.0,0.13100456738603572
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,7,0,0,7,0,0,3,0,1,4,3,0,78761876.4910105,280144547.0570723,0.0,1246.6815055997401,0.0059252073121498485
364,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,2,0,3,0,0,1651256397.4582841,87816840.32948464,182600000.0,10273.018100107634,0.3072684252168669
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,7,2,5,4,2,2,7,0,0,26897852.98433121,286372942.46483725,0.0,0.0,0.015148142911901752
366,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,1,7,3,0,0,0,329473838.7329372,66351729.8173949,382500000.0,11909.943999816895,0.0312540461721692
367,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,1,0,0,0,0,513203290.017354,44242960.19614556,284500000.0,21583.85754430635,0.040725220938798073
368,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,3,0,0,0,7,0,0,8,0,6,4,0,1,7,0,0,9698297.364442546,212801227.04802564,563500000.0,86.5957847378378,0.0005500267192336316
369,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,182950314.0279395,33490621.782781776,684900000.0,6169.713664083509,0.018265965073019273
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,2,0,0,6,0,0,3,0,0,0,3,0,415245109.61415505,203484469.30734745,0.0,18618.682509454902,0.03368039515825203
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,2,2,2,0,0,0,1936797339.3597379,88019934.41188386,0.0,16090.504449430155,0.3746310646586764
372,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,545794904.7679647,43985255.71748972,333100000.0,10605.407241324665,0.12770043062958017
373,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,814011758.0128493,49623585.87389807,146000000.0,18252.376179710656,0.1994706354821822
374,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,4,1,1,6,0,0,185371571.94934636,143129900.81247228,345900000.0,6231.9835583457825,0.018617829699405584
375,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,4,0,6,2,0,0,188583926.97082296,99518396.64957136,261300000.0,3767.564244925783,0.045222542177297424
376,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,868874769.3623192,7332080.219521779,230600000.0,39674.45973062143,0.07235333773252403
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,7,5,0,0,0,1,908467122.2633266,119792190.81576768,0.0,15728.66144003153,0.2077619072879042
378,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,1,7,5,0,0,182950314.0279395,99073047.04741058,467100000.0,7664.961916790808,0.014612772058415418
379,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,384116132.89837366,17767801.395336673,485000000.0,7491.410044769561,0.0887415355294019
380,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,4,0,0,4,3,1,7,0,0,136423124.64354488,145801055.61832398,425300000.0,4027.149921373599,0.017337874237909223
381,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,7,1,1,3,0,0,4,0,0,374445786.8818383,176141371.42627534,61400000.0,0.0,0.24528372248639219
382,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2350871293.73413,7332080.219521779,357700000.0,18865.376478465132,0.17005226221104558
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,7,5,0,0,0,0,0,742559998.1454448,120965695.54908186,0.0,24688.833051061032,0.07355040726716977
384,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,0,6,0,0,0,0,0,7,2,0,3,0,0,344705090.00814575,173907055.08168095,61400000.0,6138.294064231712,0.15594474577365558
385,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,4,0,1,0,6,0,5,0,0,80236585.5167338,141704274.65079588,690800000.0,0.0,0.04615462087008843
386,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,5,0,3,0,0,217963186.69995695,71346896.15599662,394500000.0,6465.246491382626,0.020919816288233067
387,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,3,0,0,4,0,0,7,0,0,3,2,3,7,0,0,21074278.540557995,200628094.6664985,485000000.0,0.0,0.013496314092787825
388,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,0,1,0,0,0,2,0,0,0,0,614036170.1520284,106085245.68872234,151900000.0,10819.236128352935,0.136149920010889
389,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,2,1,1,3,0,0,186552524.54368326,151153746.52947912,363800000.0,0.0,0.11014259394497845
390,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,337513336.4806297,26008389.578208447,569600000.0,6960.683871137379,0.08155751362114912
391,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,1,1,0,0,0,742490780.3817263,79347125.87998837,30700000.0,26222.232067674664,0.0540550017922201
392,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,7,2,0,0,0,0,519028059.6106015,86128712.69393547,182600000.0,13096.694496108656,0.04802974295874573
393,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1907315809.506269,60705535.73570493,61400000.0,30420.387426203884,0.1583274248197018
394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,7,1,2,5,2,3,4,0,0,214569319.6079395,238814944.91950077,30700000.0,4042.6040225928245,0.05221518382710334
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,3,1,0,0,0,3993457773.5525603,56514679.048478656,0.0,16814.190468227396,0.7083693794002208
